Review,Rating
"Queue for check in was a little longer than hoped.,

Nice clean value for money hotel that does the basics well. Good location.",positive
"The wall is too thin and you can hear everything from the next room. There are stains on the coffee table. No any hotel facilities instruction in the room and we have no idea where the gym locates and so on.,

There is a coffee machine inside the room, spacious space and two bottles of water.",negative
The friendly welcome and helpfulness The breakfast was perfect. Thank you,positive
"Not a good location in winter time. You need 10minutes to walk into the town and if it is too cold -it usually is- it feels too far to walk (and too close to get an expensive taxi). A mini bus taking people to the town every hour or so would be perfect.. Bad location in general, bad views all around the building but thats ok.
The bathroom could be cleaner. There was lots of long hair on the floor and in the shower..,

Very nice hotel, beautiful clean and spacious rooms, very comfortable bed, very polite staff, perfect parking right outside with only 3-4 euro per day. We would have tried their breakfast but 40euro for a couple per day is quite expensive. A very good experience in general, we would recommend it.",positive
"The hotel has excellent location - walking distance to the city centre, but also nearby metro station.",positive
"Breakfast is overpriced, and charged per person even if a double room.Later checkout costs an extra €10 per hour even if room is freeOverall room price is too highCleaning could be more thorough in the rooms, rather than a quick 15 minutes",negative
Position and cleanliness. Staff friendly and helpful.,positive
"The hotel is right next to the train station, but a 10 minute walk from the old town.,

I had a car, so the in house parking was very convienient.It costs 3.50 euro to park the whole day.",positive
"No kettle. A little cold at night.,

The stuff at the reception are super nice and efficient. The location is good and you can find many restaurants nearby.",positive
"Cleaning was not meticulous rather rushed, checking out even 1 hour late incurs a €10 charge even if room is available. There is no free breakfast contrary to ad on Google, and it costs over 20 euros per person.,

Modern room, close to metro",negative
"Bed in the corner, cold concrete floors, not potable water in most taps, toilet outside room, but no biggies. ,

Comfy, good WiFi. Coffee pods provided, but remember milk. Generous check-in and out times.",positive
There is not light outside at the entrance it was very difficult to see the very small display to type the access code,positive
"Nothing,

Excellent clean, modern accommodation located in the heart of Ypres. Everything we needed - wellStocked kitchen, comfortable beds, lots of lovely touches to make it a lovely stay.",positive
"Great location, friendly and helpful host, house exactly as described and very comfortable.",positive
"Great welcome by the host. Tasteful breakfast, brought to the room at the requested time.",positive
"Parking spaces is a problem if you are coming late,

Nice and friendly staff....warm and confortable bed",positive
"Nothing!,

Fantastic location within easy walking distance of the main Ypres museums, Menin Gate, cathedral and old market square. Very easy to find and garage parking easy to find and worth the small additional charge.Friendly and informative host. Very happy to help with restaurant recommendations and what to visit.",positive
